activity_id,name,type,gear_id,date,distance_miles,moving_time_min,elapsed_time_min,elevation_gain_ft,avg_pace,avg_pace_sec,max_pace,max_pace_sec,start_lat,start_lng
14469395813,Wee dog hike,Hike,,2025-05-13T15:58:51Z,1.85,00:36:22,00:36:22,253.94,,,,,44.130062,-71.984976
14446486719,Had to cut it short,Hike,,2025-05-11T11:56:30Z,1.8,00:39:49,00:39:49,192.59,,,,,42.453781,-71.107257
14376400124,With the gals,Hike,,2025-05-04T13:17:50Z,3.0,01:19:59,01:19:59,512.47,,,,,42.20883,-71.096071
14247630217,A good way to kill some time,Hike,,2025-04-21T15:00:22Z,6.74,01:51:04,01:51:04,464.57,,,,,42.441,-71.37787
14235031148,Lunch Hike,Hike,,2025-04-20T15:42:47Z,3.69,01:14:43,01:14:43,317.91,,,,,42.452638,-71.105692
12703660830,Wachusetts with Sara,Hike,,2024-10-20T14:56:01Z,5.46,02:35:31,02:35:31,1484.58,,,,,42.49376,-71.88151
12637869760,A little pre breakfast meander,Hike,,2024-10-12T13:28:10Z,2.42,00:52:42,00:52:42,187.99,,,,,42.36866,-76.88475
12631811713,Watkins Glen,Hike,,2024-10-11T17:03:14Z,4.75,01:53:02,01:53:02,821.19,,,,,42.36874,-76.88478
12585447837,Preparing the land for sale 🥺,Hike,,2024-10-05T15:08:37Z,5.3,03:02:58,03:02:58,1060.7,,,,,44.141151,-72.863404
12479583088,Afternoon Hike,Hike,,2024-09-22T20:33:59Z,3.97,01:04:04,01:04:04,239.5,,,,,42.41438806056976,-71.11709355376661
12358659026,Morning Hike,Hike,,2024-09-08T12:35:14Z,2.26,00:52:44,00:52:44,246.72,,,,,42.45607671327889,-71.10711556859314
12280036383,Mt Ulriken,Hike,,2024-08-30T08:06:12Z,5.49,02:02:30,02:02:30,1993.11,,,,,60.39214393123984,5.322708422318101
12263930323,Mt Fløyen,Hike,,2024-08-28T12:10:20Z,1.76,00:36:56,00:36:56,1025.59,,,,,60.396332954987884,5.32838280312717
12246709444,Afternoon Hike,Hike,,2024-08-26T12:13:55Z,4.6,01:29:17,01:29:17,666.67,,,,,60.11754021048546,6.26875271089375
12237436012,Trolltunga,Hike,,2024-08-25T04:56:59Z,14.92,05:48:33,05:48:33,2705.05,,,,,60.14203615486622,6.628817645832896
12221558667,Dronningstein 😍,Hike,,2024-08-23T07:26:30Z,9.9,04:31:01,04:31:01,2781.17,,,,,60.37436541169882,6.695636669173837
12187453060,Afternoon Hike,Hike,,2024-08-19T13:46:50Z,1.57,00:33:10,00:33:10,127.95,,,,,59.90007122978568,10.766122788190842
12123737822,Afternoon Hike,Hike,,2024-08-11T19:25:29Z,7.08,02:19:47,02:19:47,698.49,,,,,42.41079683415592,-71.11337643116713
12053681263,Dog park & swim time,Hike,,2024-08-03T14:55:25Z,1.62,00:40:23,00:40:23,45.93,,,,,42.392573,-71.279014
11935913875,Because Pru scared everyone at the dog park,Hike,,2024-07-20T12:27:44Z,2.95,01:09:25,01:09:25,233.27,,,,,42.455773036926985,-71.10749803483486
11888043539,Ill-prepared walk of shame,Hike,,2024-07-14T15:49:07Z,2.47,00:44:59,00:44:59,62.01,,,,,42.4404152110219,-71.10716426745057
11690094945,Toasty,Hike,,2024-06-19T12:39:14Z,8.17,02:48:16,02:48:16,1279.86,,,,,42.4322987627238,-71.11193960532546
11669098677,Morning Hike,Hike,,2024-06-16T14:15:57Z,3.23,01:09:47,01:09:47,542.65,,,,,44.14082215167582,-72.86316770128906
11660562797,Afternoon Hike,Hike,,2024-06-15T17:56:10Z,2.3,00:47:28,00:47:28,166.34,,,,,44.135713214054704,-72.84529647789896
